Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data,CoefficientHannum
cg06039392,4543,36,4,NM_005958.3,0.417423854,NA
cg06039624,112479,36,16,NM_080663.1,0.032017535,NA
cg06041240,55916,36,X,NM_018698.3,0.892593277,NA
cg06041363,55020,36,22,NM_017931.1,0.220875799,NA
cg06042828,55794,36,16,NM_018380.2,0.836905922,NA
cg06043042,50674,36,10,NM_020999.2,0.053460627,NA
cg06043114,10100,36,1,NM_005725.3,0.048516667,NA
cg06043190,27436,36,2,NM_019063.2,0.044284696,NA
cg06044117,9702,36,11,NM_014679.3,0.03267477,NA
cg06044899,7117,36,4,NM_183049.2,0.555874928,NA
cg06044900,2778,36,20,NT_011362.9,0.041327139,NA
cg06048156,3690,36,17,NM_000212.2,0.033612004,NA
cg06048973,70,36,15,NM_005159.3,0.53643668,NA
cg06049972,7384,36,3,NM_003365.2,0.071058468,NA
cg06051311,89870,36,6,NM_033229.1,0.472365152,NA
cg06051662,57595,36,X,NM_032512.2,0.212038793,NA
cg06055013,26033,36,10,NM_207303.1,0.088319791,NA
cg06057707,9502,36,X,NM_130777.1,0.896659066,NA
cg06058319,8496,36,12,NM_003622.2,0.069038202,NA
cg06058597,79954,36,2,NM_024894.1,0.038977313,NA
cg06059810,22902,36,4,NM_014961.2,0.68419961,NA
cg06060661,4110,36,X,NM_001011544.1,0.440286917,NA
cg06061892,27131,36,20,NM_014426.2,0.033101472,NA
cg06062132,26054,36,6,NM_015571.1,0.090575095,NA
cg06063714,2563,36,1,NM_000815.2,0.551046619,NA
cg06063729,11186,36,3,NT_022517.17,0.054756879,NA
cg06066303,64232,36,11,NM_023945.2,0.859267882,NA
cg06066711,9903,36,1,NM_014851.2,0.044270558,NA
cg06069187,23098,36,17,NM_015077.1,0.166157835,NA
cg06069731,3018,36,6,NM_021062.2,0.055223524,NA
cg06071083,6560,36,16,NM_005072.3,0.031365937,NA
cg06073471,91775,36,3,NM_145037.1,0.039386794,NA
cg06074920,3885,36,17,NM_021013.3,0.853597767,NA
cg06076054,54149,36,21,NM_017447.2,0.038819063,NA
cg06077733,7321,36,10,NM_003338.3,0.01528141,NA
cg06084117,91584,36,7,NM_181775.2,0.86029844,NA
cg06084557,55727,36,14,NM_018167.3,0.059095918,NA
cg06084735,56943,36,8,NM_020189.4,0.034382918,NA
cg06087537,152006,36,9,NM_022781.3,0.041285672,NA
cg06088032,51364,36,3,NM_015896.2,0.074936085,NA
cg06088314,1195,36,2,NM_004071.2,0.901740729,NA
cg06090351,159,36,1,NM_001126.2,0.076112129,NA
cg06090421,8493,36,17,NM_003620.2,0.046610044,NA
cg06090630,6923,36,16,NM_007108.2,0.023533859,NA
cg06090864,2864,36,19,NM_005303.1,0.896725345,NA
cg06092815,80309,36,2,NM_030623.1,0.209893635,NA
cg06093279,57509,36,8,NM_020749.3,0.070813605,NA
cg06094150,4490,36,16,NM_005947.1,0.814265759,NA
cg06094757,8302,36,12,NM_013431.1,0.703491487,NA
cg06095560,10055,36,19,NM_005500.1,0.065951501,NA
cg06096336,3357,36,2,NM_000867.2,0.436008998,NA
cg06098051,400986,36,2,NM_001010914.1,0.727838179,NA
cg06100291,63967,36,1,NM_022111.2,0.065393863,NA
cg06100324,10232,36,16,NM_005823.4,0.859696317,NA
cg06100991,79071,36,4,NM_024090.1,0.038910532,NA
cg06101212,1365,36,7,NM_001306.2,0.250952637,NA
cg06101225,6491,36,1,NM_003035.1,0.046818467,NA
cg06101324,6698,36,1,NM_005987.2,0.481962874,NA
cg06105085,119504,36,10,NM_173473.2,0.066548097,NA
cg06106793,5546,36,1,NM_005973.4,0.044312135,NA
cg06109724,11164,36,10,NM_014142.2,0.05355242,NA
cg06110365,23170,36,22,NM_015140.2,0.049125398,NA
cg06110728,4753,36,12,NM_006159.1,0.070881628,NA
cg06111305,5911,36,13,NM_021033.4,0.043302261,NA
cg06111454,4776,36,14,NM_004554.3,0.06934684,NA
cg06112415,10669,36,2,NM_006569.2,0.427857665,NA
cg06114765,29761,36,21,NM_013396.3,0.047373841,NA
cg06117855,7123,36,3,NM_003278.1,0.14137211,NA
cg06118312,3001,36,5,NM_006144.2,0.224013285,NA
cg06119575,6887,36,9,NM_005421.1,0.803484549,NA
cg06121469,80208,36,15,NM_025137.2,0.051939566,NA
cg06122080,54995,36,3,NM_017897.1,0.090401025,NA
cg06123346,495,36,19,NM_000704.2,0.594183992,NA
cg06126510,5369,36,5,NM_031887.2,0.605303865,NA
cg06130787,5655,36,19,NM_002776.3,0.21998221,NA
cg06131859,8942,36,2,NM_003937.2,0.483540381,NA
cg06131936,114879,36,11,NM_020896.2,0.483484788,NA
cg06132324,5429,36,6,NM_006502.1,0.044734822,NA
cg06132342,3891,36,12,NM_002283.2,0.74981569,NA
cg06132694,9348,36,4,NM_004784.1,0.05087127,NA
cg06134936,26091,36,10,NM_015601.2,0.049554084,NA
cg06134964,3697,36,3,NM_002215.1,0.705789767,NA
cg06138027,3190,36,9,NM_031262.1,0.048208881,NA
cg06139836,253738,36,10,NM_001005463.1,0.064816062,NA
cg06140118,54920,36,16,NM_017803.3,0.037222948,NA
cg06141025,2998,36,12,NM_021957.2,0.647611785,NA
cg06141123,4780,36,2,NM_006164.2,0.080607101,NA
cg06142324,220296,36,11,NM_152722.3,0.715252512,NA
cg06143901,6939,36,20,NM_004609.3,0.59072942,NA
cg06144905,51268,36,17,NM_016518.2,0.348540652,NA
cg06145308,4850,36,7,NM_013316.2,0.049535696,NA
cg06145357,4107,36,X,NM_005364.3,0.756809547,NA
cg06146910,89890,36,13,NM_152903.4,0.026807097,NA
cg06147863,6688,36,11,NM_003120.1,0.453446972,NA
cg06148175,91703,36,11,NM_080658.1,0.366854127,NA
cg06148264,1992,36,6,NM_030666.2,0.186893885,NA
cg06150468,55509,36,1,NM_018664.1,0.050932096,NA
cg06150803,55504,36,13,NM_018647.2,0.242044036,NA
cg06151165,30813,36,20,NM_014588.4,0.069194958,NA
cg06151964,3249,36,19,NM_182983.1,0.517571018,NA
cg06153925,NA,NA,NA,NA,NA,NA
cg06154570,26508,36,1,NM_014571.2,0.288103923,NA
cg06154597,84286,36,4,NM_032326.2,0.588882713,NA
cg06156376,6474,36,3,NM_003030.2,0.147674861,NA
cg06161738,63917,36,7,NM_022087.1,0.033425615,NA
cg06161930,126208,36,19,NM_001002836.1,0.135512619,NA
cg06162003,84733,36,17,NM_032647.2,0.040045926,NA
cg06162422,2717,36,X,NM_000169.1,0.216865669,NA
cg06165395,2899,36,1,NM_000831.2,0.174937429,NA
cg06166767,6422,36,8,NM_003012.3,0.308085161,NA
cg06166863,5411,36,14,NM_002687.2,0.033206595,NA
cg06168050,7756,36,17,NM_001032293.1,0.096372163,NA
cg06168324,5937,36,2,NM_016836.2,0.053035368,NA
cg06168449,8193,36,19,NM_004647.1,0.117738151,NA
cg06171242,51567,36,6,NM_016614.2,0.043491464,NA
cg06171787,54948,36,11,NM_017840.2,0.089179363,NA
cg06172871,3240,36,16,NM_005143.2,0.548871443,NA
cg06173079,8214,36,22,NM_005675.2,0.066859892,NA
cg06175025,9517,36,14,NM_004863.2,0.036318116,NA
cg06177698,55879,36,X,NM_018558.1,0.574969438,NA
cg06177968,54853,36,5,NM_017706.3,0.050987834,NA
cg06178072,51693,36,16,NM_016209.1,0.88326713,NA
cg06179485,113452,36,1,NM_033504.2,0.163701605,NA
cg06183267,3899,36,2,NM_002285.2,0.510943792,NA
cg06185738,57084,36,11,NM_020346.1,0.051837326,NA
cg06186808,161247,36,14,NM_203402.1,0.870245558,NA
cg06186861,115560,36,3,NM_145044.1,0.066990422,NA
cg06186973,7532,36,7,NM_012479.2,0.035010385,NA
cg06187947,51454,36,2,NM_016315.2,0.077203197,NA
cg06188683,8125,36,15,NM_006305.2,0.033930173,NA
cg06189133,3640,36,19,NM_005543.2,0.798118935,NA
cg06189265,84614,36,1,NM_032522.2,0.073071853,NA
cg06189653,80758,36,5,NM_030567.2,0.083612235,NA
cg06190053,5239,36,9,NM_021965.3,0.243109301,NA
cg06190732,12,36,14,NM_001085.4,0.492886972,NA
cg06191076,9077,36,1,NM_004675.2,0.505503675,NA
cg06191203,55183,36,2,NM_018151.3,0.058787897,NA
cg06191990,10102,36,12,NM_005726.2,0.113220382,NA
cg06192619,6511,36,19,NM_005071.1,0.85229017,NA
cg06192753,90480,36,19,NM_052850.2,0.139850128,NA
cg06193382,113115,36,6,NM_138419.2,0.054440359,NA
cg06193397,5168,36,8,NM_006209.2,0.136753173,NA
cg06194186,130749,36,2,NM_173077.1,0.758206601,NA
cg06194808,202915,36,7,NM_152689.2,0.734991938,NA
cg06196379,54210,36,6,NM_018643.2,0.365388319,NA
cg06197006,1398,36,17,NM_005206.3,0.030843153,NA
cg06197492,283120,36,11,NT_009237.17,0.723300358,NA
cg06200013,482,36,17,NM_001678.3,0.040489084,NA
cg06200339,11063,36,5,NM_178424.1,0.78922015,NA
cg06200697,1500,36,11,NM_001331.1,0.399202604,NA
cg06201642,81849,36,1,NM_030965.1,0.064368883,NA
cg06202984,2176,36,9,NM_000136.2,0.050753975,NA
cg06204948,2011,36,11,NM_017490.1,0.235935794,NA
cg06206626,57168,36,22,NM_020437.3,0.449698653,NA
cg06206628,143162,36,10,NM_001017929.1,0.765943729,NA
cg06207460,50808,36,9,NM_016282.2,0.189621145,NA
cg06207804,9048,36,1,NM_003976.2,0.211827819,NA
cg06208111,9452,36,X,NM_004867.3,0.744088383,NA
cg06210526,1572,36,19,NM_000774.3,0.774027383,NA
cg06211616,5002,36,11,NT_009237.17,0.066209919,NA
cg06211871,127396,36,1,NM_152373.2,0.063059288,NA
cg06212607,9453,36,1,NM_004837.2,0.041962503,NA
cg06213287,167410,36,5,NM_153234.3,0.172269761,NA
cg06213598,10350,36,17,NM_080283.2,0.73088485,NA
cg06214007,163351,36,1,NM_198460.1,0.411604274,NA
cg06214729,5976,36,19,NM_002911.2,0.053042995,NA
cg06215939,23162,36,16,NM_033392.3,0.374474787,NA
cg06216677,7016,36,9,NM_006285.2,0.035311922,NA
cg06218044,5550,36,6,NM_002726.3,0.038039239,NA
cg06220208,403323,36,9,XM_933028.1,0.783965062,NA
cg06220235,8651,36,16,NT_010393.15,0.070206201,NA
cg06220521,160897,36,13,NM_180989.3,0.029004142,NA
cg06220755,10742,36,X,NM_021785.2,0.738867851,NA
cg06220958,4620,36,17,NM_017534.3,0.211836608,NA
cg06221259,51308,36,5,NM_016606.2,0.193132887,NA
cg06222120,51095,36,3,NM_016000.2,0.067271485,NA
cg06222800,337977,36,21,NM_181619.1,0.78859115,NA
cg06222851,55753,36,10,NM_018245.1,0.059131005,NA
cg06224510,3698,36,10,NM_002216.2,0.606606186,NA
cg06225581,153527,36,5,NM_144723.1,0.060758286,NA
cg06226384,27091,36,17,NM_145811.1,0.567363925,NA
cg06229674,164668,36,22,NM_181773.2,0.893759729,NA
cg06230736,2625,36,10,NM_002051.2,0.085816701,NA
cg06233473,3841,36,6,NM_002269.2,0.100755935,NA
cg06233503,3784,36,11,NT_009237.17,0.23873288,NA
cg06233985,3043,36,11,NM_000518.4,0.690787637,NA
cg06235429,4723,36,11,NM_007103.2,0.81135776,NA
cg06235991,83746,36,22,NM_031488.4,0.065193295,NA
cg06236061,51228,36,12,NM_016433.3,0.092072873,NA
cg06236276,6582,36,6,NM_003058.2,0.712073641,NA
cg06236748,3636,36,11,NM_001567.2,0.062677878,NA
cg06237414,4580,36,1,NM_002455.2,0.0421099,NA
cg06238491,3903,36,19,NM_002287.2,0.399529442,NA
cg06240124,5347,36,16,NM_005030.3,0.038377755,NA
cg06240542,220002,36,11,NM_153611.3,0.054477224,NA
cg06240849,9813,36,1,NM_014774.1,0.037260783,NA
cg06241300,55937,36,6,NM_019101.2,0.702301634,NA
cg06242000,84291,36,3,NM_032331.2,0.081605629,NA
cg06242827,11059,36,8,NM_007013.3,0.035618691,NA
cg06243393,84203,36,18,NM_032243.4,0.855541537,NA
cg06243556,65982,36,19,NM_023926.3,0.057220944,NA
cg06244417,2219,36,9,NM_002003.2,0.727782963,NA
cg06244634,50832,36,7,NM_016944.1,0.802196454,NA
cg06244906,23619,36,19,NT_011109.15,0.726023409,NA
cg06245154,2068,36,19,NM_000400.2,0.067410165,NA
cg06245711,NA,NA,NA,NA,NA,NA
cg06247172,221491,36,6,NM_001008703.1,0.038204874,NA
cg06248182,26284,36,17,NM_005702.2,0.081257907,NA
cg06250108,92691,36,2,NM_138390.2,0.055066873,NA
cg06251129,6746,36,1,NM_003145.2,0.094303984,NA
cg06251489,57620,36,4,NM_020860.1,0.048526059,NA
cg06252382,1318,36,9,NM_001860.1,0.029613313,NA
cg06252849,55109,36,5,NM_018046.3,0.083581883,NA
cg06253072,84300,36,6,NM_032340.1,0.156068871,NA
cg06253734,102,36,15,NM_001110.2,0.034284075,NA
cg06254453,8968,36,6,NM_021018.2,0.05428796,NA
cg06255227,2832,36,20,NM_005286.2,0.858396067,NA
cg06255524,5611,36,13,NM_006260.2,0.05720594,NA
cg06256735,8076,36,12,NM_003480.2,0.674856586,NA
cg06258834,5650,36,19,NM_005046.2,0.309084863,NA
cg06259570,64066,36,11,NM_022122.2,0.771093885,NA
cg06263495,430,36,11,NM_005170.2,0.122278052,NA
cg06263943,8912,36,16,NM_021098.2,0.707743254,NA
cg06264060,2847,36,22,NM_005297.2,0.727284479,NA
cg06268694,9620,36,22,NM_014246.1,0.135749979,NA
cg06269001,955,36,20,NM_001247.1,0.018983314,NA
cg06269753,9242,36,8,NM_005098.2,0.138660296,NA
cg06270401,8798,36,12,NM_003845.1,0.68211526,NA
cg06273569,5387,36,7,NM_005395.2,0.046678572,NA
cg06273903,7319,36,X,NM_181762.1,0.147562044,NA
cg06274159,132625,36,4,NM_174900.2,0.119701498,NA
cg06275635,114771,36,1,NM_052891.1,0.726262109,NA
cg06276114,329,36,11,NM_001166.3,0.073335838,NA
cg06276653,51059,36,8,NM_015912.2,0.831443672,NA
cg06277277,9970,36,1,NM_005122.2,0.739271776,NA
cg06277481,256949,36,19,NM_198471.1,0.035446453,NA
cg06277657,9162,36,7,NM_004717.2,0.208730537,NA
cg06277838,6567,36,X,NM_006517.2,0.238670646,NA
cg06279414,9321,36,14,NM_004239.1,0.03396869,NA
cg06281719,51053,36,6,NM_015895.3,0.09862844,NA
cg06281795,793,36,8,NM_004929.2,0.047212077,NA
cg06282059,7324,36,3,NM_182666.1,0.758750359,NA
cg06282240,55835,36,13,NM_018451.2,0.02716728,NA
cg06284244,7525,36,18,NM_005433.3,0.053822208,NA
cg06284322,6879,36,5,NM_005642.2,0.080089962,NA
cg06285340,1583,36,15,NM_000781.1,0.841798914,NA
cg06285486,9092,36,11,NM_005146.3,0.070460509,NA
cg06286028,79803,36,10,NM_024747.4,0.087826887,NA
cg06288351,3787,36,20,NM_002251.3,0.330251598,NA
cg06288632,10113,36,2,NM_013388.4,0.93992427,NA
cg06289589,63926,36,20,NM_022096.4,0.058264943,NA
cg06290096,23187,36,11,NM_015157.1,0.683477445,NA
cg06290168,29902,36,12,NM_013300.1,0.112147653,NA
cg06291334,8405,36,17,NM_001007227.1,0.113026544,NA
cg06291595,10577,36,14,NM_006432.3,0.066225456,NA
cg06291867,3363,36,10,NM_019859.2,0.137109731,NA
cg06292277,1182,36,4,NM_001829.2,0.058392897,NA
cg06293195,25828,36,22,NM_012473.3,0.69268636,NA
cg06295404,8651,36,16,NM_003745.1,0.070490496,NA
cg06295856,796,36,11,NM_001741.2,0.094665963,NA
cg06296021,51265,36,5,NM_016508.2,0.043984319,NA
cg06297145,152518,36,4,NM_152995.3,0.060484265,NA
cg06302803,9782,36,5,NM_018834.4,0.046783241,NA
cg06303238,57167,36,20,NM_020436.2,0.664483045,NA
cg06305312,54896,36,1,NM_017765.1,0.057385289,NA
cg06305609,199786,36,19,NM_173544.2,0.321687429,NA
cg06306751,2157,36,X,NM_000132.2,0.233252268,NA
cg06307169,22794,36,17,NM_007359.3,0.108901778,NA
cg06307422,54778,36,15,NM_017610.6,0.029181764,NA
cg06307601,51571,36,8,NM_016623.3,0.054485445,NA
cg06308323,203259,36,9,NM_147202.1,0.810025468,NA
cg06310489,6757,36,X,NM_003147.4,0.911930875,NA
cg06310844,9141,36,19,NM_004708.2,0.263839286,NA
cg06311778,23371,36,12,NM_015319.2,0.078975591,NA
cg06312477,339501,36,1,NM_183062.2,0.845739083,NA
cg06313930,4104,36,X,NM_021049.3,0.573444797,NA
cg06317209,10677,36,12,NM_006576.2,0.486684789,NA
cg06318164,22845,36,9,NM_014908.3,0.086299246,NA
cg06318853,8821,36,4,NM_003866.1,0.603148149,NA
cg06319346,89832,36,15,NM_139320.1,0.819068558,NA
cg06319579,284029,36,17,NM_173621.1,0.165882106,NA
cg06320982,55238,36,16,NM_018231.1,0.077481209,NA
cg06321883,1310,36,6,NM_001858.4,0.090688519,NA
cg06323290,3098,36,10,NM_033496.1,0.762853817,NA
cg06323427,11235,36,3,NM_007217.3,0.050797912,NA
cg06324048,2778,36,20,NT_011362.9,0.476160523,NA
cg06324094,10899,36,1,NM_006694.2,0.116675436,NA
cg06324671,337974,36,21,NM_181614.1,0.887540903,NA
cg06325346,317701,36,19,NM_173856.1,0.402184845,NA
cg06325687,2652,36,X,NM_000513.1,0.888271259,NA
cg06327515,56122,36,5,NM_018934.2,0.206856882,NA
cg06330324,339665,36,22,NM_001001479.1,0.042656542,NA
cg06330621,23174,36,16,NM_015144.1,0.486067313,NA
cg06331674,23080,36,7,NM_015060.1,0.050481672,NA
cg06333435,661,36,8,NM_001722.2,0.023776082,NA
cg06334093,25901,36,6,NM_015439.2,0.046420454,NA
cg06334284,8613,36,1,NM_003713.3,0.029132632,NA
cg06334496,54968,36,8,NM_017866.3,0.04193409,NA
cg06335814,64762,36,18,NM_022751.1,0.052054088,NA
cg06335889,9139,36,20,NM_005093.2,0.055482778,NA
cg06336792,1390,36,10,NM_181571.1,0.045000483,NA
cg06337239,23586,36,9,NM_014314.2,0.120454774,NA
cg06338119,57529,36,X,NM_020769.1,0.545550273,NA
cg06339657,8622,36,5,NM_003719.2,0.348628079,NA
cg06339706,57664,36,19,NM_020904.1,0.614420535,NA
cg06340713,1121,36,X,NM_000390.1,0.694138884,NA
cg06341721,26528,36,19,NM_018959.2,0.13378721,NA
cg06344807,9368,36,17,NM_004252.1,0.064771124,NA
cg06346081,84217,36,1,NM_032257.3,0.196184864,NA
cg06347928,64135,36,2,NM_022168.2,0.043511771,NA
cg06347996,1806,36,1,NM_000110.2,0.060078817,NA
cg06349174,6786,36,11,NM_003156.2,0.068602815,NA
cg06350107,5009,36,X,NM_000531.3,0.720494303,NA
cg06350796,139212,36,X,NM_173494.1,0.168946802,NA
cg06351503,7936,36,6,NM_002904.5,0.865549892,NA
cg06352750,8436,36,2,NM_004657.4,0.191511937,NA
cg06353318,92736,36,17,NM_178160.1,0.084460726,NA
cg06353345,79339,36,11,NM_033179.1,0.691385593,NA
cg06353720,3437,36,10,NM_001549.2,0.111927528,NA
cg06353948,23064,36,9,NM_015046.4,0.842542772,NA
cg06356454,375318,36,2,NM_198998.1,0.892396005,NA
cg06357925,5800,36,12,NM_002848.2,0.08140569,NA
cg06358566,22934,36,2,NM_144563.1,0.048603263,NA
cg06361108,899,36,16,NM_001761.1,0.027351756,NA
cg06362985,117177,36,12,NM_022456.2,0.335053268,NA
cg06363129,25928,36,7,NM_015464.1,0.369229343,NA
cg06363801,56180,36,X,NM_019556.1,0.232537987,NA
cg06366981,3248,36,4,NM_000860.3,0.048550404,NA
cg06367117,230,36,17,NM_005165.2,0.054819028,NA
cg06369854,7421,36,12,NM_000376.2,0.039570743,NA
cg06374075,4185,36,17,NM_002390.3,0.086359763,NA
cg06376129,25778,36,1,NM_015375.1,0.032318131,NA
cg06377278,864,36,1,NT_004610.18,0.023276048,NA
cg06378107,83935,36,11,NM_032021.2,0.794175567,NA
cg06378357,11066,36,12,NM_180699.1,0.063554048,NA
cg06378617,25984,36,17,NM_015515.3,0.664070753,NA
cg06378976,7942,36,6,NM_007162.1,0.201720069,NA
cg06379754,781,36,7,NM_000722.2,0.068637643,NA
cg06380007,54617,36,15,NM_032196.3,0.030731293,NA
cg06381133,10817,36,6,NM_006653.3,0.045734699,NA
cg06382459,6497,36,1,NM_003036.1,0.065021469,NA
cg06382698,51130,36,2,NM_145863.1,0.122606706,NA
cg06383088,7507,36,9,NM_000380.2,0.051003354,NA
cg06384026,8500,36,11,NM_003626.2,0.036778285,NA
cg06384053,54494,36,11,NM_019021.1,0.356786618,NA
cg06384463,343472,36,1,NM_020063.1,0.05359993,NA
cg06384491,54466,36,X,NM_019003.2,0.630978224,NA
cg06385087,1522,36,20,NM_001336.2,0.068390685,NA
cg06386517,2887,36,7,NM_005311.3,0.04201815,NA
cg06386533,9655,36,2,NM_014011.4,0.032103103,NA
cg06388544,6007,36,1,NM_016124.3,0.695921139,NA
cg06391468,6662,36,17,NM_000346.2,0.132512038,NA
cg06391660,1639,36,2,NM_023019.1,0.891262194,NA
cg06392096,353514,36,19,NM_181879.1,0.41310999,NA
cg06392241,11163,36,12,NM_019094.3,0.134349059,NA
cg06392426,65095,36,19,NM_178159.1,0.10674959,NA
cg06392589,152028,36,3,NM_144717.2,0.764374811,NA
cg06393290,53834,36,4,NM_021923.3,0.045957127,NA
cg06394229,3960,36,19,NM_006149.2,0.628649592,NA
cg06394897,204,36,1,NM_001625.2,0.058541475,NA
cg06397510,8073,36,1,NM_080391.1,0.067746925,NA
cg06397837,3209,36,7,NM_000522.2,0.059094863,NA
cg06398181,7776,36,18,NM_007345.1,0.646872718,NA
cg06399881,132724,36,4,NM_182502.1,0.681811226,NA
cg06403126,5520,36,8,NM_002717.2,0.033976786,NA
cg06403553,5232,36,6,NM_138733.2,0.873010076,NA
cg06405090,23170,36,22,NM_015140.2,0.135181332,NA
cg06405206,11248,36,17,NM_007225.1,0.249467802,NA
cg06407137,124599,36,17,NM_174892.1,0.827625692,NA
cg06409153,23461,36,17,NM_018672.2,0.173458136,NA
cg06411447,NA,NA,NA,NA,NA,NA
cg06414605,3280,36,3,NM_005524.2,0.04936279,NA
cg06415153,57605,36,12,NM_020845.1,0.479405903,NA
cg06416685,7105,36,X,NM_003270.2,0.145254599,NA
cg06417225,5037,36,12,NM_002567.2,0.091884031,NA
cg06417705,54465,36,2,NM_019002.2,0.043558015,NA
cg06417962,6050,36,11,NM_203384.1,0.61090596,NA
cg06418184,11258,36,9,NM_024348.2,0.068529301,NA
cg06418219,6464,36,1,NM_003029.3,0.084049404,NA
cg06418878,84811,36,11,NM_032725.2,0.033710899,NA
cg06419771,30844,36,15,NM_139265.2,0.049871298,NA
cg06419846,NA,NA,NA,NA,NA,13.4
cg06420088,4582,36,1,NM_002456.4,0.074544897,NA
cg06421707,5834,36,20,NM_002862.3,0.026108565,NA
cg06421800,1030,36,9,NT_008413.17,0.367201578,NA
cg06422693,54940,36,4,NM_017830.1,0.055792994,NA
cg06422910,26958,36,7,NM_012133.2,0.038901055,NA
cg06423920,55079,36,3,NM_018008.2,0.075734408,NA
cg06424894,6652,36,15,NM_003104.3,0.358131938,NA
cg06425515,131,36,4,NM_000673.3,0.52568766,NA
cg06425556,23054,36,20,NM_014071.2,0.052377142,NA
cg06425868,90203,36,20,NM_033421.2,0.340446858,NA
cg06426831,23443,36,1,NM_012243.1,0.088336445,NA
cg06428055,2000,36,X,NM_001421.1,0.23267176,NA
cg06428195,2805,36,10,NM_002079.1,0.038934986,NA
cg06429195,1618,36,3,NM_001351.2,0.907313628,NA
cg06432655,25999,36,19,NM_015526.1,0.276652124,NA
cg06433658,55793,36,1,NM_018379.2,0.055151015,NA
cg06433995,51406,36,6,NM_016167.3,0.026734181,NA
cg06434428,1404,36,5,NM_001884.2,0.780485117,NA
cg06434451,65108,36,1,NM_023009.4,0.625879569,NA
cg06434470,1804,36,7,NM_001936.2,0.793160955,NA
cg06435786,3631,36,2,NM_001566.1,0.83955972,NA
cg06436504,11259,36,3,NM_182909.1,0.747354899,NA
cg06437004,3945,36,12,NM_002300.3,0.047933591,NA
cg06437862,7278,36,13,NM_079836.1,0.805369283,NA
cg06438300,338811,36,12,NM_178539.3,0.08709101,NA
cg06438404,10328,36,16,NM_006067.3,0.044347574,NA
cg06440646,4086,36,4,NM_005900.2,0.048803377,NA
cg06444558,55872,36,8,NM_018492.2,0.109278603,NA
cg06444781,6927,36,12,NM_000545.3,0.794862298,NA
cg06445016,NA,NA,NA,NA,NA,NA
cg06445611,2570,36,6,NM_002043.1,0.85873639,NA
cg06449653,10236,36,1,NM_005826.2,0.02176822,NA
cg06452064,29896,36,7,NM_013293.2,0.050737466,NA
cg06452647,10445,36,12,NM_006337.3,0.063429261,NA
cg06453691,149421,36,1,NM_152497.1,0.809790964,NA
cg06454084,147906,36,19,NM_145056.1,0.710904525,NA
cg06454226,64863,36,18,NM_022840.2,0.445261941,NA
cg06456031,55281,36,7,NM_018295.1,0.189316517,NA
cg06456512,8125,36,15,NM_006305.2,0.091942306,NA
cg06457357,11279,36,X,NM_007250.2,0.149307792,NA
cg06458239,256051,36,19,NM_153263.1,0.179872882,NA
cg06459066,4522,36,14,NM_005956.2,0.049779627,NA
cg06459327,55505,36,15,NM_018648.2,0.078165938,NA
cg06459378,1551,36,7,NM_000765.2,0.847291431,NA
cg06461769,57045,36,18,NM_020648.3,0.025720541,NA
cg06461848,128025,36,1,NM_144625.2,0.481716199,NA
cg06462291,51559,36,12,NM_001031701.1,0.090992668,NA
cg06462703,55743,36,12,NT_024477.13,0.960322086,NA
cg06463913,51272,36,11,NM_016526.3,0.031133525,NA
cg06465021,6558,36,5,NM_001046.2,0.048020732,NA
cg06465194,2900,36,11,NM_014619.2,0.371933132,NA
cg06465926,5523,36,3,NM_181897.1,0.060200015,NA
cg06466479,5810,36,5,NM_001033673.1,0.868877788,NA
cg06466797,64224,36,7,NM_022373.3,0.046534877,NA
cg06468695,146849,36,17,NM_144681.1,0.827326432,NA
cg06469542,145501,36,14,NM_182509.2,0.401811677,NA
cg06470471,57408,36,3,NM_020678.2,0.770066705,NA
cg06470552,9126,36,10,NM_005445.3,0.03700466,NA
cg06470943,64744,36,1,NM_022733.1,0.189877541,NA
cg06471905,4185,36,17,NM_002390.3,0.24382867,NA
cg06473539,9722,36,1,NM_014697.1,0.062223293,NA
cg06475327,1088,36,19,NM_001816.2,0.925106204,NA
cg06476337,4724,36,5,NM_002495.1,0.149941332,NA
cg06476606,3433,36,10,NM_001547.3,0.071034659,NA
cg06479216,3449,36,9,NM_002173.1,0.601085536,NA
cg06479426,28231,36,20,NM_016354.3,0.038236117,NA
cg06479512,154197,36,6,NM_173516.1,0.888005401,NA
cg06481786,201299,36,17,NM_145654.2,0.105961148,NA
cg06484397,152007,36,9,NM_022343.2,0.036231954,NA
cg06487986,8863,36,1,NM_016831.1,0.034160116,NA
cg06488505,147172,36,17,NM_207323.1,0.744687855,NA
cg06488678,360200,36,19,NM_182973.1,0.64860634,NA
cg06489008,140880,36,20,NM_080830.2,0.72963162,NA
